,date,review,rating,isEdited,userName,title,developerResponse
157,2013-12-31 04:04:53,"The app is missing key filter criteria: apartment features (dishwasher, newly renovated, etc,) and listing type (no fee). I'll be using the mobile site for my searches!",2,False,UES apartment hunter,Needs more filters,
158,2016-12-31 15:27:33,The new update makes it impossible to search for rentals and is not intuitive either. Not sure why they would ruin a perfectly good app.,1,False,Rfella91,Old app was much much better,
159,2017-01-24 18:01:54,"I'd love to review the app, but I can't launch it without creating an account. Sorry, no. I'd rather pay a dollar for an app that I may never use again, than to share my deets permanently.",1,False,daimler,"Account required? Sorry, no",
160,2013-08-31 23:25:14,"Great features, real listings, easy to use, excellent app!",5,False,Nat.in.nyc,Best app to search for NYC apartments!,
161,2013-08-30 00:48:05,Finally an app to help me beat the chaos of renting in NYC,5,False,Matt Baren,Cheaper fees and easy to use,
162,2013-08-30 00:35:13,The future of real estate in your pocket,5,False,His_Serenity,Simply Amazing,
163,2014-07-25 01:00:10,Top real estate app. Best one out there!,5,False,theMaddestofLads,Bar none,
164,2013-09-02 03:27:20,I could stay on this app all day!!! It's great and so easy to use! THE NEXT BIG THING...,5,False,Lewisbellaaababy,AMAZING!!!,
165,2013-08-31 02:22:57,Revolutionizing real estate!!!,5,False,LauraL0813,The only way to find an apt in NYC,
166,2013-08-30 02:06:52,I can schedule viewings to apartments straight on my phone? That's hot.,5,False,sluzorz,This is dope,
167,2016-09-03 00:13:36,"Going back to Trulia.  After choosing options like a caveman, it won't search, crashes, then doesn't remember you when you return.",1,False,BeforeDawn867,This app's a dud,
168,2014-05-19 14:09:47,I literally can't use this app because it crashes every single time I try to open it - on iPhone and iPad.,1,False,JLPress,Unusable due to constant crashing,
169,2017-01-31 21:37:21,Love everything!,5,False,Reggie Nelson,This is the best real estate app!,
170,2015-06-08 14:28:18,"Simple, clean, and intuitive design.",5,False,Paul Vlachou,Great app,
171,2015-06-08 14:16:26,Very clean new look.,5,False,jdubstudios,Looks great,
172,2014-06-19 00:09:06,I contacted a broker through this app but no reply. Either a fake/old ad or a flaky broker. So this app does not deliver its promises and therefore is just like all similar apps out there.,1,False,Romeboy,Another app just like all others,
173,2013-08-30 00:34:53,"The future of the New York Coty apartment hunt is finally here! Easy, fun and awesome!",5,False,i_AN_LEGEND,Urban Compass is the best!,
174,2016-11-05 02:42:08,Not sure why but it won't show any listings anymore or load anything.,1,False,jazzphan12,New update doesn't work at all,
175,2016-08-16 19:03:37,Doesn't work. Can't filter by price or neighborhood. Shouldn't launch an app unless it's functioning,1,False,Drobette,Awful. Doesn't work,
176,2017-07-30 13:58:28,Welcome to the future of real estate. Awesome and super easy to use.,5,False,Kwame Joseph Realtor,Awesome app,
177,2013-08-30 03:50:49,Beautiful simple way to traverse NYC labyrinth of rentals.  I love it!,5,False,Jon Keidan,Love urban compass,
178,2013-08-31 12:49:42,A beautiful (functionally and aesthetically) app!  Well done UC!,5,False,themanmythlegend,App,
179,2015-12-15 07:16:05,Has more current pricing and other data about homes.,1,False,Homeseeker17383,Download Redfin,
180,2017-02-28 14:17:35,Kent the designer is awesome!,5,False,Takkyama10011,Compass app,
181,2014-06-27 14:14:08,I submitted some requests and never heard anything back.,1,False,James235824773,No response from the agent,
182,2016-11-27 03:19:48,App doesn't work well.,1,False,MisterPhil1978,Buggy,
183,2022-10-03 02:53:14,Nnfkcjcjc,5,False,hdwkwwwk,Np,
184,2014-10-25 20:07:43,Bad,1,False,brigphil,Crash and burn rentals,
185,2021-09-15 22:19:28,We highly recommend Joaquin for all your real estate needs based on our wonderful experience recently.We purchased 14 houses in our life time and dealt with various realtors and by far he is the best. He is patient with old people like us and very hard working and very honest and even after closing on our town house he still helped us with his knowledge of local contractors.I will trust him like my son and highly recommend him for any one looking for real estate.,5,False,grandfolkS,Best real estate agent,"{'id': 25168103, 'body': 'Hi, glad to know you are enjoying the service from Compass. I want to share your kind words with Joaquin. Could you please send me his last name and his office location by emailing me at mobilesupport@compass.com? If you have any feedback about your Compass app experience, please share it with us too. Thank you.', 'modified': '2021-09-17T15:46:59Z'}"
186,2022-09-08 06:11:41,"Looking at the same property listing on redfin and compass, the same exact photos are noticeably way worse quality. Also, there is often a ""virtual tour"" for properties added that is just a youtube video of someone taking all the photos in the listing and making a slideshow out of them with piano music. That doesn't help at all! I can swipe through the photos myself with no soundtrack necessary!",2,False,2XLBuds,Photos are so low res & virtual tour is a joke,"{'id': 31934419, 'body': 'Hi, Thank you for sharing your experience with us. We value your feedback and take it very seriously. Our product team will review your feedback for future improvements. If you have any more comments, please contact mobilesupport@compass.com so we can follow up. Thank you.', 'modified': '2022-09-09T17:51:23Z'}"
187,2020-08-16 12:14:58,"This app has potential and there are wonderful features like the Collections which makes it so easy to organize your house hunts
However their maps drive me crazy. What is the point of doing a search if you can’t see where your saved items are? 
 I really wish the map function would work. I click on a saved search than map, and it brings me map of Europe. Even if I find my location on said map my saved items are not there. 
Cannot see my collections on a map either. 
Yes I do have location enabled. 
The other issue is that the map pin colors don’t seem to change after you have viewed a house.so I keep clicking on the same one or playing a memory game to see which ones I looked at. 
Also wish it would put a star/heart in those properties I saved already. 
Lots of work to be done to make this as friendly as Zillow as far as mapping is concerned.",3,False,Nandaroza,Não function does not work,
188,2020-05-28 23:41:20,"Works better on apple than android, but something is broken. I’m no longer receiving new listings. Had to download realtor.com so I don’t miss out.",2,False,cgellner,Needs work,
